TCOUNT:50
CINFO:1,6206,"DVD disc"
CINFO:2,0,"THE_PEANUTS_MOVIE"
CINFO:30,0,"THE_PEANUTS_MOVIE"
CINFO:31,6119,"<b>Source information</b><br>"
CINFO:32,0,"THE_PEANUTS_MOVIE"
CINFO:33,0,"0"
TINFO:0,8,0,"25"
TINFO:0,9,0,"1:27:32"
TINFO:0,10,0,"3.8 GB"
TINFO:0,11,0,"4173113344"
TINFO:0,15,0,"1"
TINFO:0,24,0,"01"
TINFO:0,25,0,"7"
TINFO:0,26,0,"1-34,35-51,52,54,(55,57,59,61),63-64,65"
TINFO:0,27,0,"B1_t00.mkv"
TINFO:0,30,0,"25 chapter(s) , 3.8 GB (angle 1) (B1)"
TINFO:0,31,6120,"<b>Title information</b><br>"
TINFO:0,33,0,"0"
TINFO:0,49,0,"B1"
SINFO:28,9,42,5088,"( Lossless conversion )"
SINFO:28,10,1,6203,"Subtitles"
SINFO:28,10,3,0,"eng"
SINFO:28,10,4,0,"English"
SINFO:28,10,5,0,"S_CC608/DVD"
SINFO:28,10,6,0,"CC"
SINFO:28,10,7,0,"Closed Captions"
SINFO:28,10,13,0,"9.8 Mb/s"
SINFO:28,10,22,0,"0"
SINFO:28,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:28,10,31,6121,"<b>Track information</b><br>"
SINFO:28,10,33,0,"90"
SINFO:28,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:28,10,38,0,""
SINFO:28,10,41,0,"Text"
SINFO:28,10,42,5087,"( Lossy conversion )"
TINFO:29,8,0,"2"
TINFO:29,9,0,"0:03:22"
TINFO:29,10,0,"156.5 MB"
TINFO:29,11,0,"164169728"
TINFO:29,24,0,"33"
TINFO:29,25,0,"2"
TINFO:29,26,0,"1,2"
TINFO:29,27,0,"H4_t29.mkv"
TINFO:29,30,0,"2 chapter(s) , 156.5 MB (H4)"
TINFO:29,31,6120,"<b>Title information</b><br>"
TINFO:29,33,0,"0"
TINFO:29,49,0,"H4"
SINFO:29,0,1,6201,"Video"
SINFO:29,0,5,0,"V_MPEG2"
SINFO:29,0,6,0,"Mpeg2"
SINFO:29,0,7,0,"Mpeg2"
SINFO:29,0,13,0,"9.8 Mb/s"
SINFO:29,0,19,0,"720x480"
SINFO:29,0,20,0,"16:9"
SINFO:29,0,21,0,"29.97 (30000/1001)"
SINFO:29,0,22,0,"0"
SINFO:29,0,30,0,"Mpeg2"
SINFO:29,0,31,6121,"<b>Track information</b><br>"
SINFO:29,0,33,0,"0"
SINFO:29,0,38,0,""
SINFO:29,0,42,5088,"( Lossless conversion )"
SINFO:29,1,1,6202,"Audio"
SINFO:29,1,2,0,"Surround 5.1"
SINFO:29,1,3,0,"eng"
SINFO:29,1,4,0,"English"
SINFO:29,1,5,0,"A_AC3"
SINFO:29,1,6,0,"DD"
SINFO:29,1,7,0,"Dolby Digital"
SINFO:29,1,13,0,"448 Kb/s"
SINFO:29,1,14,0,"6"
SINFO:29,1,17,0,"48000"
SINFO:29,1,22,0,"0"
SINFO:29,1,30,0,"DD Surround 5.1 English"
SINFO:29,1,31,6121,"<b>Track information</b><br>"
SINFO:29,1,33,0,"90"
SINFO:29,1,38,0,"d"
SINFO:29,1,39,0,"Default"
SINFO:29,1,40,0,"5.1(side)"
SINFO:29,1,42,5088,"( Lossless conversion )"
SINFO:29,2,1,6202,"Audio"
SINFO:29,2,2,0,"Surround 5.1"
SINFO:29,2,3,0,"eng"
SINFO:29,2,4,0,"English"
SINFO:29,2,5,0,"A_AC3"
SINFO:29,2,6,0,"DD"
SINFO:29,2,7,0,"Dolby Digital"
SINFO:29,2,13,0,"384 Kb/s"
SINFO:29,2,14,0,"6"
SINFO:29,2,17,0,"48000"
SINFO:29,2,22,0,"4"
SINFO:29,2,30,0,"DD Surround 5.1 English"
SINFO:29,2,31,6121,"<b>Track information</b><br>"
SINFO:29,2,33,0,"90"
SINFO:29,2,38,0,""
SINFO:29,2,40,0,"5.1(side)"
SINFO:29,2,42,5088,"( Lossless conversion )"
SINFO:29,3,1,6202,"Audio"
SINFO:29,3,2,5091,"Stereo"
SINFO:29,3,3,0,"spa"
SINFO:29,3,4,0,"Spanish"
SINFO:29,3,5,0,"A_AC3"
SINFO:29,3,6,0,"DD"
SINFO:29,3,7,0,"Dolby Digital"
SINFO:29,3,13,0,"192 Kb/s"
SINFO:29,3,14,0,"2"
SINFO:29,3,17,0,"48000"
SINFO:29,3,22,0,"0"
SINFO:29,3,30,0,"DD Stereo Spanish"
SINFO:29,3,31,6121,"<b>Track information</b><br>"
SINFO:29,3,33,0,"90"
SINFO:29,3,38,0,""
SINFO:29,3,40,0,"stereo"
SINFO:29,3,42,5088,"( Lossless conversion )"
SINFO:29,4,1,6202,"Audio"
SINFO:29,4,2,5091,"Stereo"
SINFO:29,4,3,0,"fre"
SINFO:29,4,4,0,"French"
SINFO:29,4,5,0,"A_AC3"
SINFO:29,4,6,0,"DD"
SINFO:29,4,7,0,"Dolby Digital"
SINFO:29,4,13,0,"192 Kb/s"
SINFO:29,4,14,0,"2"
SINFO:29,4,17,0,"48000"
SINFO:29,4,22,0,"0"
SINFO:29,4,30,0,"DD Stereo French"
SINFO:29,4,31,6121,"<b>Track information</b><br>"
SINFO:29,4,33,0,"90"
SINFO:29,4,38,0,""
SINFO:29,4,40,0,"stereo"
SINFO:29,4,42,5088,"( Lossless conversion )"
SINFO:29,5,1,6203,"Subtitles"
SINFO:29,5,3,0,"eng"
SINFO:29,5,4,0,"English"
SINFO:29,5,5,0,"S_VOBSUB"
SINFO:29,5,6,0,""
SINFO:29,5,7,0,"Dvd Subtitles"
SINFO:29,5,22,0,"0"
SINFO:29,5,30,0," English"
SINFO:29,5,31,6121,"<b>Track information</b><br>"
SINFO:29,5,33,0,"90"
SINFO:29,5,38,0,"d"
SINFO:29,5,39,0,"Default"
SINFO:29,5,42,5088,"( Lossless conversion )"
SINFO:29,6,1,6203,"Subtitles"
SINFO:29,6,3,0,"spa"
SINFO:29,6,4,0,"Spanish"
SINFO:29,6,5,0,"S_VOBSUB"
SINFO:29,6,6,0,""
SINFO:29,6,7,0,"Dvd Subtitles"
SINFO:29,6,22,0,"0"
SINFO:29,6,30,0," Spanish"
SINFO:29,6,31,6121,"<b>Track information</b><br>"
SINFO:29,6,33,0,"90"
SINFO:29,6,38,0,""
SINFO:29,6,42,5088,"( Lossless conversion )"
SINFO:29,7,1,6203,"Subtitles"
SINFO:29,7,3,0,"fre"
SINFO:29,7,4,0,"French"
SINFO:29,7,5,0,"S_VOBSUB"
SINFO:29,7,6,0,""
SINFO:29,7,7,0,"Dvd Subtitles"
SINFO:29,7,22,0,"0"
SINFO:29,7,30,0," French"
SINFO:29,7,31,6121,"<b>Track information</b><br>"
SINFO:29,7,33,0,"90"
SINFO:29,7,38,0,""
SINFO:29,7,42,5088,"( Lossless conversion )"
SINFO:29,8,1,6203,"Subtitles"
SINFO:29,8,3,0,"spa"
SINFO:29,8,4,0,"Spanish"
SINFO:29,8,5,0,"S_VOBSUB"
SINFO:29,8,6,0,""
SINFO:29,8,7,0,"Dvd Subtitles"
SINFO:29,8,22,0,"0"
SINFO:29,8,30,0," Spanish"
SINFO:29,8,31,6121,"<b>Track information</b><br>"
SINFO:29,8,33,0,"90"
SINFO:29,8,38,0,""
SINFO:29,8,42,5088,"( Lossless conversion )"
SINFO:29,9,1,6203,"Subtitles"
SINFO:29,9,3,0,"fre"
SINFO:29,9,4,0,"French"
SINFO:29,9,5,0,"S_VOBSUB"
SINFO:29,9,6,0,""
SINFO:29,9,7,0,"Dvd Subtitles"
SINFO:29,9,22,0,"0"
SINFO:29,9,30,0," French"
SINFO:29,9,31,6121,"<b>Track information</b><br>"
SINFO:29,9,33,0,"90"
SINFO:29,9,38,0,""
SINFO:29,9,42,5088,"( Lossless conversion )"
SINFO:29,10,1,6203,"Subtitles"
SINFO:29,10,3,0,"eng"
SINFO:29,10,4,0,"English"
SINFO:29,10,5,0,"S_CC608/DVD"
SINFO:29,10,6,0,"CC"
SINFO:29,10,7,0,"Closed Captions"
SINFO:29,10,13,0,"9.8 Mb/s"
SINFO:29,10,22,0,"0"
SINFO:29,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:29,10,31,6121,"<b>Track information</b><br>"
SINFO:29,10,33,0,"90"
SINFO:29,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:29,10,38,0,""
SINFO:29,10,41,0,"Text"
SINFO:29,10,42,5087,"( Lossy conversion )"
TINFO:30,8,0,"2"
TINFO:30,9,0,"0:00:12"
TINFO:30,10,0,"9.1 MB"
TINFO:30,11,0,"9619456"
TINFO:30,24,0,"34"
TINFO:30,25,0,"2"
TINFO:30,26,0,"1,2"
TINFO:30,27,0,"H5_t30.mkv"
TINFO:30,30,0,"2 chapter(s) , 9.1 MB (H5)"
TINFO:30,31,6120,"<b>Title information</b><br>"
TINFO:30,33,0,"0"
TINFO:30,49,0,"H5"
SINFO:30,0,1,6201,"Video"
SINFO:30,0,5,0,"V_MPEG2"
SINFO:30,0,6,0,"Mpeg2"
SINFO:30,0,7,0,"Mpeg2"
SINFO:30,0,13,0,"9.8 Mb/s"
SINFO:30,0,19,0,"720x480"
SINFO:30,0,20,0,"16:9"
SINFO:30,0,21,0,"29.97 (30000/1001)"
SINFO:30,0,22,0,"0"
SINFO:30,0,30,0,"Mpeg2"
SINFO:30,0,31,6121,"<b>Track information</b><br>"
SINFO:30,0,33,0,"0"
SINFO:30,0,38,0,""
SINFO:30,0,42,5088,"( Lossless conversion )"
SINFO:30,1,1,6202,"Audio"
SINFO:30,1,2,0,"Surround 5.1"
SINFO:30,1,3,0,"eng"
SINFO:30,1,4,0,"English"
SINFO:30,1,5,0,"A_AC3"
SINFO:30,1,6,0,"DD"
SINFO:30,1,7,0,"Dolby Digital"
SINFO:30,1,13,0,"448 Kb/s"
SINFO:30,1,14,0,"6"
SINFO:30,1,17,0,"48000"
SINFO:30,1,22,0,"0"
SINFO:30,1,30,0,"DD Surround 5.1 English"
SINFO:30,1,31,6121,"<b>Track information</b><br>"
SINFO:30,1,33,0,"90"
SINFO:30,1,38,0,"d"
SINFO:30,1,39,0,"Default"
SINFO:30,1,40,0,"5.1(side)"
SINFO:30,1,42,5088,"( Lossless conversion )"
SINFO:30,2,1,6202,"Audio"
SINFO:30,2,2,0,"Surround 5.1"
SINFO:30,2,3,0,"eng"
SINFO:30,2,4,0,"English"
SINFO:30,2,5,0,"A_AC3"
SINFO:30,2,6,0,"DD"
SINFO:30,2,7,0,"Dolby Digital"
SINFO:30,2,13,0,"384 Kb/s"
SINFO:30,2,14,0,"6"
SINFO:30,2,17,0,"48000"
SINFO:30,2,22,0,"4"
SINFO:30,2,30,0,"DD Surround 5.1 English"
SINFO:30,2,31,6121,"<b>Track information</b><br>"
SINFO:30,2,33,0,"90"
SINFO:30,2,38,0,""
SINFO:30,2,40,0,"5.1(side)"
SINFO:30,2,42,5088,"( Lossless conversion )"
SINFO:30,3,1,6202,"Audio"
SINFO:30,3,2,5091,"Stereo"
SINFO:30,3,3,0,"spa"
SINFO:30,3,4,0,"Spanish"
SINFO:30,3,5,0,"A_AC3"
SINFO:30,3,6,0,"DD"
SINFO:30,3,7,0,"Dolby Digital"
SINFO:30,3,13,0,"192 Kb/s"
SINFO:30,3,14,0,"2"
SINFO:30,3,17,0,"48000"
SINFO:30,3,22,0,"0"
SINFO:30,3,30,0,"DD Stereo Spanish"
SINFO:30,3,31,6121,"<b>Track information</b><br>"
SINFO:30,3,33,0,"90"
SINFO:30,3,38,0,""
SINFO:30,3,40,0,"stereo"
SINFO:30,3,42,5088,"( Lossless conversion )"
SINFO:30,4,1,6202,"Audio"
SINFO:30,4,2,5091,"Stereo"
SINFO:30,4,3,0,"fre"
SINFO:30,4,4,0,"French"
SINFO:30,4,5,0,"A_AC3"
SINFO:30,4,6,0,"DD"
SINFO:30,4,7,0,"Dolby Digital"
SINFO:30,4,13,0,"192 Kb/s"
SINFO:30,4,14,0,"2"
SINFO:30,4,17,0,"48000"
SINFO:30,4,22,0,"0"
SINFO:30,4,30,0,"DD Stereo French"
SINFO:30,4,31,6121,"<b>Track information</b><br>"
SINFO:30,4,33,0,"90"
SINFO:30,4,38,0,""
SINFO:30,4,40,0,"stereo"
SINFO:30,4,42,5088,"( Lossless conversion )"
SINFO:30,5,1,6203,"Subtitles"
SINFO:30,5,3,0,"eng"
SINFO:30,5,4,0,"English"
SINFO:30,5,5,0,"S_VOBSUB"
SINFO:30,5,6,0,""
SINFO:30,5,7,0,"Dvd Subtitles"
SINFO:30,5,22,0,"0"
SINFO:30,5,30,0," English"
SINFO:30,5,31,6121,"<b>Track information</b><br>"
SINFO:30,5,33,0,"90"
SINFO:30,5,38,0,"d"
SINFO:30,5,39,0,"Default"
SINFO:30,5,42,5088,"( Lossless conversion )"
SINFO:30,6,1,6203,"Subtitles"
SINFO:30,6,3,0,"spa"
SINFO:30,6,4,0,"Spanish"
SINFO:30,6,5,0,"S_VOBSUB"
SINFO:30,6,6,0,""
SINFO:30,6,7,0,"Dvd Subtitles"
SINFO:30,6,22,0,"0"
SINFO:30,6,30,0," Spanish"
SINFO:30,6,31,6121,"<b>Track information</b><br>"
SINFO:30,6,33,0,"90"
SINFO:30,6,38,0,""
SINFO:30,6,42,5088,"( Lossless conversion )"
SINFO:30,7,1,6203,"Subtitles"
SINFO:30,7,3,0,"fre"
SINFO:30,7,4,0,"French"
SINFO:30,7,5,0,"S_VOBSUB"
SINFO:30,7,6,0,""
SINFO:30,7,7,0,"Dvd Subtitles"
SINFO:30,7,22,0,"0"
SINFO:30,7,30,0," French"
SINFO:30,7,31,6121,"<b>Track information</b><br>"
SINFO:30,7,33,0,"90"
SINFO:30,7,38,0,""
SINFO:30,7,42,5088,"( Lossless conversion )"
SINFO:30,8,1,6203,"Subtitles"
SINFO:30,8,3,0,"spa"
SINFO:30,8,4,0,"Spanish"
SINFO:30,8,5,0,"S_VOBSUB"
SINFO:30,8,6,0,""
SINFO:30,8,7,0,"Dvd Subtitles"
SINFO:30,8,22,0,"0"
SINFO:30,8,30,0," Spanish"
SINFO:30,8,31,6121,"<b>Track information</b><br>"
SINFO:30,8,33,0,"90"
SINFO:30,8,38,0,""
SINFO:30,8,42,5088,"( Lossless conversion )"
SINFO:30,9,1,6203,"Subtitles"
SINFO:30,9,3,0,"fre"
SINFO:30,9,4,0,"French"
SINFO:30,9,5,0,"S_VOBSUB"
SINFO:30,9,6,0,""
SINFO:30,9,7,0,"Dvd Subtitles"
SINFO:30,9,22,0,"0"
SINFO:30,9,30,0," French"
SINFO:30,9,31,6121,"<b>Track information</b><br>"
SINFO:30,9,33,0,"90"
SINFO:30,9,38,0,""
SINFO:30,9,42,5088,"( Lossless conversion )"
SINFO:30,10,1,6203,"Subtitles"
SINFO:30,10,3,0,"eng"
SINFO:30,10,4,0,"English"
SINFO:30,10,5,0,"S_CC608/DVD"
SINFO:30,10,6,0,"CC"
SINFO:30,10,7,0,"Closed Captions"
SINFO:30,10,13,0,"9.8 Mb/s"
SINFO:30,10,22,0,"0"
SINFO:30,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:30,10,31,6121,"<b>Track information</b><br>"
SINFO:30,10,33,0,"90"
SINFO:30,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:30,10,38,0,""
SINFO:30,10,41,0,"Text"
SINFO:30,10,42,5087,"( Lossy conversion )"
TINFO:31,8,0,"2"
TINFO:31,9,0,"0:03:48"
TINFO:31,10,0,"185.8 MB"
TINFO:31,11,0,"194879488"
TINFO:31,24,0,"35"
TINFO:31,25,0,"2"
TINFO:31,26,0,"1-2,3"
TINFO:31,27,0,"H6_t31.mkv"
TINFO:31,30,0,"2 chapter(s) , 185.8 MB (H6)"
TINFO:31,31,6120,"<b>Title information</b><br>"
TINFO:31,33,0,"0"
TINFO:31,49,0,"H6"
SINFO:31,0,1,6201,"Video"
SINFO:31,0,5,0,"V_MPEG2"
SINFO:31,0,6,0,"Mpeg2"
SINFO:31,0,7,0,"Mpeg2"
SINFO:31,0,13,0,"9.8 Mb/s"
SINFO:31,0,19,0,"720x480"
SINFO:31,0,20,0,"16:9"
SINFO:31,0,21,0,"29.97 (30000/1001)"
SINFO:31,0,22,0,"0"
SINFO:31,0,30,0,"Mpeg2"
SINFO:31,0,31,6121,"<b>Track information</b><br>"
SINFO:31,0,33,0,"0"
SINFO:31,0,38,0,""
SINFO:31,0,42,5088,"( Lossless conversion )"
SINFO:31,1,1,6202,"Audio"
SINFO:31,1,2,0,"Surround 5.1"
SINFO:31,1,3,0,"eng"
SINFO:31,1,4,0,"English"
SINFO:31,1,5,0,"A_AC3"
SINFO:31,1,6,0,"DD"
SINFO:31,1,7,0,"Dolby Digital"
SINFO:31,1,13,0,"448 Kb/s"
SINFO:31,1,14,0,"6"
SINFO:31,1,17,0,"48000"
SINFO:31,1,22,0,"0"
SINFO:31,1,30,0,"DD Surround 5.1 English"
SINFO:31,1,31,6121,"<b>Track information</b><br>"
SINFO:31,1,33,0,"90"
SINFO:31,1,38,0,"d"
SINFO:31,1,39,0,"Default"
SINFO:31,1,40,0,"5.1(side)"
SINFO:31,1,42,5088,"( Lossless conversion )"
SINFO:31,2,1,6202,"Audio"
SINFO:31,2,2,0,"Surround 5.1"
SINFO:31,2,3,0,"eng"
SINFO:31,2,4,0,"English"
SINFO:31,2,5,0,"A_AC3"
SINFO:31,2,6,0,"DD"
SINFO:31,2,7,0,"Dolby Digital"
SINFO:31,2,13,0,"384 Kb/s"
SINFO:31,2,14,0,"6"
SINFO:31,2,17,0,"48000"
SINFO:31,2,22,0,"4"
SINFO:31,2,30,0,"DD Surround 5.1 English"
SINFO:31,2,31,6121,"<b>Track information</b><br>"
SINFO:31,2,33,0,"90"
SINFO:31,2,38,0,""
SINFO:31,2,40,0,"5.1(side)"
SINFO:31,2,42,5088,"( Lossless conversion )"
SINFO:31,3,1,6202,"Audio"
SINFO:31,3,2,5091,"Stereo"
SINFO:31,3,3,0,"spa"
SINFO:31,3,4,0,"Spanish"
SINFO:31,3,5,0,"A_AC3"
SINFO:31,3,6,0,"DD"
SINFO:31,3,7,0,"Dolby Digital"
SINFO:31,3,13,0,"192 Kb/s"
SINFO:31,3,14,0,"2"
SINFO:31,3,17,0,"48000"
SINFO:31,3,22,0,"0"
SINFO:31,3,30,0,"DD Stereo Spanish"
SINFO:31,3,31,6121,"<b>Track information</b><br>"
SINFO:31,3,33,0,"90"
SINFO:31,3,38,0,""
SINFO:31,3,40,0,"stereo"
SINFO:31,3,42,5088,"( Lossless conversion )"
SINFO:31,4,1,6202,"Audio"
SINFO:31,4,2,5091,"Stereo"
SINFO:31,4,3,0,"fre"
SINFO:31,4,4,0,"French"
SINFO:31,4,5,0,"A_AC3"
SINFO:31,4,6,0,"DD"
SINFO:31,4,7,0,"Dolby Digital"
SINFO:31,4,13,0,"192 Kb/s"
SINFO:31,4,14,0,"2"
SINFO:31,4,17,0,"48000"
SINFO:31,4,22,0,"0"
SINFO:31,4,30,0,"DD Stereo French"
SINFO:31,4,31,6121,"<b>Track information</b><br>"
SINFO:31,4,33,0,"90"
SINFO:31,4,38,0,""
SINFO:31,4,40,0,"stereo"
SINFO:31,4,42,5088,"( Lossless conversion )"
SINFO:31,5,1,6203,"Subtitles"
SINFO:31,5,3,0,"eng"
SINFO:31,5,4,0,"English"
SINFO:31,5,5,0,"S_VOBSUB"
SINFO:31,5,6,0,""
SINFO:31,5,7,0,"Dvd Subtitles"
SINFO:31,5,22,0,"0"
SINFO:31,5,30,0," English"
SINFO:31,5,31,6121,"<b>Track information</b><br>"
SINFO:31,5,33,0,"90"
SINFO:31,5,38,0,"d"
SINFO:31,5,39,0,"Default"
SINFO:31,5,42,5088,"( Lossless conversion )"
SINFO:31,6,1,6203,"Subtitles"
SINFO:31,6,3,0,"spa"
SINFO:31,6,4,0,"Spanish"
SINFO:31,6,5,0,"S_VOBSUB"
SINFO:31,6,6,0,""
SINFO:31,6,7,0,"Dvd Subtitles"
SINFO:31,6,22,0,"0"
SINFO:31,6,30,0," Spanish"
SINFO:31,6,31,6121,"<b>Track information</b><br>"
SINFO:31,6,33,0,"90"
SINFO:31,6,38,0,""
SINFO:31,6,42,5088,"( Lossless conversion )"
SINFO:31,7,1,6203,"Subtitles"
SINFO:31,7,3,0,"fre"
SINFO:31,7,4,0,"French"
SINFO:31,7,5,0,"S_VOBSUB"
SINFO:31,7,6,0,""
SINFO:31,7,7,0,"Dvd Subtitles"
SINFO:31,7,22,0,"0"
SINFO:31,7,30,0," French"
SINFO:31,7,31,6121,"<b>Track information</b><br>"
SINFO:31,7,33,0,"90"
SINFO:31,7,38,0,""
SINFO:31,7,42,5088,"( Lossless conversion )"
SINFO:31,8,1,6203,"Subtitles"
SINFO:31,8,3,0,"spa"
SINFO:31,8,4,0,"Spanish"
SINFO:31,8,5,0,"S_VOBSUB"
SINFO:31,8,6,0,""
SINFO:31,8,7,0,"Dvd Subtitles"
SINFO:31,8,22,0,"0"
SINFO:31,8,30,0," Spanish"
SINFO:31,8,31,6121,"<b>Track information</b><br>"
SINFO:31,8,33,0,"90"
SINFO:31,8,38,0,""
SINFO:31,8,42,5088,"( Lossless conversion )"
SINFO:31,9,1,6203,"Subtitles"
SINFO:31,9,3,0,"fre"
SINFO:31,9,4,0,"French"
SINFO:31,9,5,0,"S_VOBSUB"
SINFO:31,9,6,0,""
SINFO:31,9,7,0,"Dvd Subtitles"
SINFO:31,9,22,0,"0"
SINFO:31,9,30,0," French"
SINFO:31,9,31,6121,"<b>Track information</b><br>"
SINFO:31,9,33,0,"90"
SINFO:31,9,38,0,""
SINFO:31,9,42,5088,"( Lossless conversion )"
SINFO:31,10,1,6203,"Subtitles"
SINFO:31,10,3,0,"eng"
SINFO:31,10,4,0,"English"
SINFO:31,10,5,0,"S_CC608/DVD"
SINFO:31,10,6,0,"CC"
SINFO:31,10,7,0,"Closed Captions"
SINFO:31,10,13,0,"9.8 Mb/s"
SINFO:31,10,22,0,"0"
SINFO:31,10,30,0,"CC→Text English ( Lossy conversion )"
SINFO:31,10,31,6121,"<b>Track information</b><br>"
SINFO:31,10,33,0,"90"
SINFO:31,10,34,0,"Text subtitles ( Lossy conversion )"
SINFO:31,10,38,0,""
SINFO:31,10,41,0,"Text"
SINFO:31,10,42,5087,"( Lossy conversion )"
TINFO:32,8,0,"2"
TINFO:32,9,0,"0:01:00"
TINFO:32,10,0,"46.1 MB"
TINFO:32,11,0,"48357376"
TINFO:32,24,0,"36"
TINFO:32,25,0,"2"
TINFO:32,26,0,"1,2"
TINFO:32,27,0,"I1_t32.mkv"
TINFO:32,30,0,"2 chapter(s) , 46.1 MB (I1)"
TINFO:32,31,6120,"<b>Title information</b><br>"
TINFO:32,33,0,"0"
TINFO:32,49,0,"I1"
SINFO:32,0,1,6201,"Video"
SINFO:32,0,5,0,"V_MPEG2"
SINFO:32,0,6,0,"Mpeg2"
SINFO:32,0,7,0,"Mpeg2"
SINFO:32,0,13,0,"9.8 Mb/s"
SINFO:32,0,19,0,"720x480"
SINFO:32,0,20,0,"16:9"
SINFO:32,0,21,0,"29.97 (30000/1001)"
SINFO:32,0,22,0,"0"
SINFO:32,0,30,0,"Mpeg2"
SINFO:32,0,31,6121,"<b>Track information</b><br>"
SINFO:32,0,33,0,"0"
SINFO:32,0,38,0,""
SINFO:32,0,42,5088,"( Lossless conversion )"
SINFO:32,1,1,6202,"Audio"
SINFO:32,1,2,0,"Surround 5.1"
SINFO:32,1,3,0,"eng"
SINFO:32,1,4,0,"English"
SINFO:32,1,5,0,"A_AC3"
SINFO:32,1,6,0,"DD"
SINFO:32,1,7,0,"Dolby Digital"
SINFO:32,1,13,0,"448 Kb/s"
SINFO:32,1,14,0,"6"
SINFO:32,1,17,0,"48000"
SINFO:32,1,22,0,"0"
SINFO:32,1,30,0,"DD Surround 5.1 English"
SINFO:32,1,31,6121,"<b>Track information</b><br>"
SINFO:32,1,33,0,"90"
SINFO:32,1,38,0,"d"
SINFO:32,1,39,0,"Default"
SINFO:32,1,40,0,"5.1(side)"
SINFO:32,1,42,5088,"( Lossless conversion )"
SINFO:32,2,1,6202,"Audio"
SINFO:32,2,2,0,"Surround 5.1"
SINFO:32,2,3,0,"eng"
SINFO:32,2,4,0,"English"
SINFO:32,2,5,0,"A_AC3"
SINFO:32,2,6,0,"DD"
SINFO:32,2,7,0,"Dolby Digital"
SINFO:32,2,13,0,"384 Kb/s"
SINFO:32,2,14,0,"6"
SINFO:32,2,17,0,"48000"
SINFO:32,2,22,0,"4"
SINFO:32,2,30,0,"DD Surround 5.1 English"
SINFO:32,2,31,6121,"<b>Track information</b><br>"
SINFO:32,2,33,0,"90"
SINFO:32,2,38,0,""
SINFO:32,2,40,0,"5.1(side)"
SINFO:32,2,42,5088,"( Lossless conversion )"
SINFO:32,3,1,6202,"Audio"
SINFO:32,3,2,5091,"Stereo"
SINFO:32,3,3,0,"spa"
SINFO:32,3,4,0,"Spanish"
SINFO:32,3,5,0,"A_AC3"
SINFO:32,3,6,0,"DD"
SINFO:32,3,7,0,"Dolby Digital"
SINFO:32,3,13,0,"192 Kb/s"
SINFO:32,3,14,0,"2"
SINFO:32,3,17,0,"48000"
SINFO:32,3,22,0,"0"
SINFO:32,3,30,0,"DD Stereo Spanish"
SINFO:32,3,31,6121,"<b>Track information</b><br>"
SINFO:32,3,33,0,"90"
SINFO:32,3,38,0,""
SINFO:32,3,40,0,"stereo"
SINFO:32,3,42,5088,"( Lossless conversion )"
SINFO:32,4,1,6202,"Audio"
SINFO:32,4,2,5091,"Stereo"
SINFO:32,4,3,0,"fre"
SINFO:32,4,4,0,"French"
SINFO:32,4,5,0,"A_AC3"
SINFO:32,4,6,0,"DD"
SINFO:32,4,7,0,"Dolby Digital"
SINFO:32,4,13,0,"192 Kb/s"
SINFO:32,4,14,0,"2"
SINFO:32,4,17,0,"48000"
SINFO:32,4,22,0,"0"
SINFO:32,4,30,0,"DD Stereo French"
SINFO:32,4,31,6121,"<b>Track information</b><br>"
SINFO:32,4,33,0,"90"
SINFO:32,4,38,0,""
SINFO:32,4,40,0,"stereo"
SINFO:32,4,42,5088,"( Lossless conversion )"
SINFO:32,5,1,6203,"Subtitles"
SINFO:32,5,3,0,"eng"
SINFO:32,5,4,0,"English"
SINFO:32,5,5,0,"S_VOBSUB"
SINFO:32,5,6,0,""
SINFO:32,5,7,0,"Dvd Subtitles"
SINFO:32,5,22,0,"0"
SINFO:32,5,30,0," English"
SINFO:32,5,31,6121,"<b>Track information</b><br>"
SINFO:32,5,33,0,"90"
SINFO:32,5,38,0,"d"
SINFO:32,5,39,0,"Default"
SINFO:32,5,42,5088,"( Lossless conversion )"
SINFO:32,6,1,6203,"Subtitles"
SINFO:32,6,3,0,"spa"
SINFO:32,6,4,0,"Spanish"
SINFO:32,6,5,0,"S_VOBSUB"
SINFO:32,6,6,0,""
SINFO:32,6,7,0,"Dvd Subtitles"
SINFO:32,6,22,0,"0"
SINFO:32,6,30,0," Spanish"
SINFO:32,6,31,6121,"<b>Track information</b><br>"
SINFO:32,6,33,0,"90"
SINFO:32,6,38,0,""
SINFO:32,6,42,5088,"( Lossless conversion )"
SINFO:32,7,1,6203,"Subtitles"
SINFO:32,7,3,0,"fre"
SINFO:32,7,4,0,"French"
SINFO:32,7,5,0,"S_VOBSUB"
SINFO:32,7,6,0,""
SINFO:32,7,7,0,"Dvd Subtitles"
SINFO:32,7,22,0,"0"
SINFO:32,7,30,0," French"
SINFO:32,7,31,6121,"<b>Track information</b><br>"
SINFO:32,7,33,0,"90"
SINFO:32,7,38,0,""
SINFO:32,7,42,5088,"( Lossless conversion )"
